year,month,district,pcode,rfe,ndvi,temp,pdi,tdi,vdi,cdi
2002,1,Afgooye,2302,0.739,0.416,37.071,1.680,1.440,1.630,1.620
2002,2,Afgooye,2302,0.000,0.287,40.287,1.220,1.400,1.510,1.270
2002,3,Afgooye,2302,0.591,0.249,40.161,0.830,1.360,0.770,0.960
2002,4,Afgooye,2302,168.126,0.330,41.041,1.510,1.070,1.580,1.400
2002,5,Afgooye,2302,28.857,0.505,33.376,1.100,1.440,1.520,1.180
2002,6,Afgooye,2302,48.830,0.444,30.780,1.640,1.490,1.510,1.600
2002,7,Afgooye,2302,0.000,0.344,32.536,1.090,0.960,1.340,1.060
2002,8,Afgooye,2302,10.931,0.282,36.023,0.760,0.650,0.700,0.740
2002,9,Afgooye,2302,8.417,0.253,36.738,1.270,1.170,0.700,1.240
2002,10,Afgooye,2302,135.279,0.315,39.109,1.350,0.900,0.970,1.240
2002,11,Afgooye,2302,43.382,0.486,34.004,1.000,0.860,1.240,0.970
2002,12,Afgooye,2302,62.035,0.552,33.029,1.180,1.270,1.340,1.200
2003,1,Afgooye,2302,0.000,0.429,37.271,1.500,1.430,1.530,1.480
2003,2,Afgooye,2302,0.317,0.297,39.835,1.110,1.440,1.500,1.190
2003,3,Afgooye,2302,0.696,0.254,41.412,1.030,1.370,1.120,1.110
2003,4,Afgooye,2302,218.735,0.303,41.260,2.030,1.040,1.580,1.780
2003,5,Afgooye,2302,18.374,0.416,36.196,1.500,0.680,1.470,1.300
2003,6,Afgooye,2302,87.022,0.367,33.861,1.520,0.680,0.700,1.310
2003,7,Afgooye,2302,0.013,0.347,31.013,1.750,1.280,1.240,1.640
2003,8,Afgooye,2302,5.856,0.318,35.007,0.980,1.070,1.300,1.000
2003,9,Afgooye,2302,7.487,0.258,39.212,1.860,0.630,1.140,1.550
2003,10,Afgooye,2302,25.795,0.239,40.733,0.600,0.590,0.630,0.600
2003,11,Afgooye,2302,69.196,0.337,37.903,0.980,0.550,0.550,0.870
2003,12,Afgooye,2302,29.039,0.439,36.257,0.900,0.570,0.590,0.820
2004,1,Afgooye,2302,0.000,0.336,39.835,0.570,0.610,0.640,0.580
2004,2,Afgooye,2302,0.000,0.260,41.539,0.600,0.590,1.050,0.590
2004,3,Afgooye,2302,0.000,0.231,42.895,0.540,0.560,0.630,0.540
2004,4,Afgooye,2302,133.457,0.252,40.432,1.030,0.620,0.640,0.930
2004,5,Afgooye,2302,17.853,0.296,35.439,0.650,0.620,0.590,0.640
2004,6,Afgooye,2302,12.648,0.317,34.075,0.550,0.640,0.580,0.570
2004,7,Afgooye,2302,1.430,0.460,29.981,0.520,1.100,1.130,0.670
2004,8,Afgooye,2302,5.635,0.417,33.471,0.510,1.280,1.280,0.700
2004,9,Afgooye,2302,11.508,0.303,37.989,0.880,0.670,1.340,0.830
2004,10,Afgooye,2302,112.582,0.351,37.414,0.950,1.110,1.380,0.990
2004,11,Afgooye,2302,132.591,0.576,30.173,1.580,1.290,1.410,1.510
2004,12,Afgooye,2302,8.478,0.643,31.269,1.510,1.410,1.650,1.490
2005,1,Afgooye,2302,0.048,0.501,35.091,1.110,1.600,1.830,1.230
2005,3,Afgooye,2302,2.804,0.306,40.797,1.300,1.620,1.920,1.380
2005,4,Afgooye,2302,82.257,0.284,41.935,0.850,0.840,1.630,0.850
2005,5,Afgooye,2302,47.161,0.330,36.531,0.610,0.740,0.800,0.640
2005,6,Afgooye,2302,12.678,0.367,33.008,0.580,0.720,0.730,0.620
2005,7,Afgooye,2302,0.000,0.308,31.944,0.550,0.660,0.690,0.580
2005,8,Afgooye,2302,0.891,0.267,34.837,0.440,0.620,0.610,0.480
2005,9,Afgooye,2302,0.878,0.235,37.859,0.400,0.640,0.590,0.460
2005,10,Afgooye,2302,19.052,0.314,38.774,0.250,0.860,1.170,0.400
2005,11,Afgooye,2302,11.839,0.471,33.968,0.140,1.200,1.150,0.410
2005,12,Afgooye,2302,0.074,0.405,37.185,0.120,1.060,0.850,0.360
2006,1,Afgooye,2302,0.000,0.299,40.630,0.150,0.660,0.660,0.280
2006,2,Afgooye,2302,0.000,0.243,41.854,0.160,0.630,0.640,0.280
2006,3,Afgooye,2302,0.000,0.224,41.216,0.150,1.210,0.660,0.420
2006,4,Afgooye,2302,154.039,0.277,41.065,0.750,1.130,0.660,0.840
2006,5,Afgooye,2302,24.361,0.359,36.458,1.110,0.600,0.590,0.980
2006,6,Afgooye,2302,31.831,0.327,32.314,1.210,1.290,0.590,1.230
2006,7,Afgooye,2302,0.013,0.261,34.327,0.940,0.610,0.610,0.850
2006,8,Afgooye,2302,45.057,0.312,32.464,1.070,0.890,0.570,1.020
2006,9,Afgooye,2302,0.000,0.421,33.073,1.220,1.360,1.280,1.260
2006,10,Afgooye,2302,138.126,0.454,35.032,1.390,1.340,1.370,1.380
2006,11,Afgooye,2302,93.387,0.612,31.149,1.760,1.350,1.390,1.660
2006,12,Afgooye,2302,59.761,0.634,30.844,2.150,1.460,1.610,1.980
2007,1,Afgooye,2302,0.000,0.491,35.788,1.370,1.710,1.920,1.450
2007,2,Afgooye,2302,0.000,0.368,39.543,1.290,1.680,1.910,1.390
2007,3,Afgooye,2302,7.244,0.314,39.766,1.260,1.580,1.930,1.340
2007,4,Afgooye,2302,78.148,0.329,38.395,0.750,1.680,1.860,0.980
2007,5,Afgooye,2302,42.943,0.405,35.318,0.670,1.080,1.650,0.780
2007,6,Afgooye,2302,49.213,0.346,33.352,1.030,0.750,1.320,0.960
2007,7,Afgooye,2302,0.630,0.322,32.911,0.800,0.670,0.750,0.770
2007,8,Afgooye,2302,31.530,0.309,34.111,1.250,1.310,0.660,1.260
2007,9,Afgooye,2302,23.095,0.274,38.281,1.250,0.660,0.650,1.100
2007,10,Afgooye,2302,58.696,0.314,38.710,1.040,1.220,1.100,1.080
2007,11,Afgooye,2302,55.627,0.465,34.012,0.630,1.190,1.190,0.770
2007,12,Afgooye,2302,7.661,0.449,35.675,0.570,1.070,0.910,0.700
2008,1,Afgooye,2302,0.004,0.341,38.854,0.730,0.690,0.710,0.720
2008,2,Afgooye,2302,0.239,0.275,39.658,0.660,1.350,1.180,0.830
2008,3,Afgooye,2302,0.278,0.250,43.603,0.530,1.100,1.230,0.670
2008,4,Afgooye,2302,45.718,0.242,41.424,0.350,0.680,0.690,0.430
2008,5,Afgooye,2302,62.469,0.268,36.151,0.850,0.630,0.600,0.790
2008,6,Afgooye,2302,59.899,0.424,26.832,1.130,1.230,1.060,1.150
2008,7,Afgooye,2302,0.157,0.510,26.567,0.530,1.420,1.420,0.760
2008,8,Afgooye,2302,33.869,0.420,32.543,1.050,1.410,1.370,1.140
2008,9,Afgooye,2302,27.026,0.420,34.430,1.270,1.530,1.490,1.340
2008,10,Afgooye,2302,94.817,0.417,35.375,1.610,1.490,1.570,1.580
2008,11,Afgooye,2302,24.787,0.381,38.481,0.690,0.700,0.750,0.690
2008,12,Afgooye,2302,0.000,0.309,39.891,0.590,0.660,0.740,0.600
2009,1,Afgooye,2302,0.000,0.265,40.752,0.750,0.670,0.730,0.730
2009,2,Afgooye,2302,3.957,0.243,41.159,1.360,0.630,0.660,1.180
2009,3,Afgooye,2302,1.061,0.230,42.247,0.940,0.570,0.630,0.850
2009,4,Afgooye,2302,91.217,0.277,40.162,0.390,1.020,0.590,0.550
2009,5,Afgooye,2302,60.995,0.431,32.721,1.130,1.230,0.810,1.160
2009,6,Afgooye,2302,24.817,0.474,31.921,0.610,1.370,1.310,0.800
2009,7,Afgooye,2302,2.543,0.417,29.793,0.580,1.370,1.490,0.780
2009,8,Afgooye,2302,1.835,0.329,34.770,0.550,1.160,1.400,0.700
2009,9,Afgooye,2302,0.278,0.268,37.641,0.510,0.990,0.720,0.630
2009,10,Afgooye,2302,124.500,0.348,39.221,0.880,0.650,1.260,0.830
2009,11,Afgooye,2302,29.357,0.513,34.311,0.750,1.070,1.370,0.830
2009,12,Afgooye,2302,23.209,0.440,36.238,1.180,0.890,1.200,1.110
2010,1,Afgooye,2302,0.000,0.325,39.024,0.740,0.670,0.730,0.720
2010,2,Afgooye,2302,0.296,0.256,40.669,0.800,0.660,1.390,0.760
2010,3,Afgooye,2302,14.122,0.252,40.589,1.160,1.270,1.250,1.190
2010,4,Afgooye,2302,161.739,0.347,37.488,1.440,1.440,1.030,1.440
2010,5,Afgooye,2302,46.583,0.456,33.816,0.870,1.390,1.350,1.000
2010,6,Afgooye,2302,49.161,0.437,28.143,1.800,1.540,1.410,1.730
2010,7,Afgooye,2302,0.000,0.410,31.079,1.200,1.460,1.550,1.270
2010,8,Afgooye,2302,14.474,0.318,35.147,0.850,1.000,1.440,0.890
2010,9,Afgooye,2302,16.265,0.260,39.162,1.380,0.720,0.730,1.210
2010,10,Afgooye,2302,15.248,0.229,40.149,0.590,0.640,0.680,0.600
2010,11,Afgooye,2302,0.000,0.224,42.147,0.280,0.570,0.550,0.350
2010,12,Afgooye,2302,0.000,0.228,40.800,0.160,0.520,0.510,0.250
2011,1,Afgooye,2302,0.000,0.223,40.459,0.210,0.540,0.490,0.290
2011,2,Afgooye,2302,0.000,0.214,42.123,0.160,0.510,0.450,0.250
2011,3,Afgooye,2302,0.000,0.202,42.715,0.090,0.480,0.450,0.190
2011,4,Afgooye,2302,28.070,0.210,44.283,0.100,0.500,0.450,0.200
2011,5,Afgooye,2302,82.883,0.245,37.194,0.570,0.520,0.440,0.560
2011,6,Afgooye,2302,6.183,0.264,35.829,0.400,0.570,0.470,0.440
2011,7,Afgooye,2302,8.013,0.196,31.657,0.400,1.120,0.490,0.580
2011,8,Afgooye,2302,42.178,0.379,33.343,0.710,1.150,0.980,0.820
2011,9,Afgooye,2302,14.135,0.306,39.409,1.010,1.030,1.050,1.020
2011,10,Afgooye,2302,143.878,0.244,37.485,1.720,1.030,0.530,1.550
2011,11,Afgooye,2302,67.004,0.491,33.914,1.140,1.180,0.780,1.150
2011,12,Afgooye,2302,3.430,0.530,35.146,0.890,1.270,1.290,0.990
2012,1,Afgooye,2302,0.000,0.343,38.490,1.110,0.990,1.070,1.080
2012,2,Afgooye,2302,0.000,0.263,40.433,1.020,1.360,0.990,1.100
2012,3,Afgooye,2302,2.452,0.236,41.782,0.920,0.930,0.710,0.930
2012,4,Afgooye,2302,149.317,0.269,41.752,0.990,0.690,0.730,0.920
2012,5,Afgooye,2302,58.065,0.361,34.320,1.520,1.140,0.650,1.430
2012,6,Afgooye,2302,6.943,0.322,33.345,0.720,1.170,0.610,0.830
2012,7,Afgooye,2302,0.000,0.268,34.867,0.680,0.620,0.620,0.670
2012,8,Afgooye,2302,38.460,0.231,35.567,1.510,0.600,0.550,1.290
2012,9,Afgooye,2302,4.605,0.215,37.740,1.230,0.630,0.550,1.080
2012,10,Afgooye,2302,179.965,0.300,38.071,1.440,0.850,0.550,1.290
2012,11,Afgooye,2302,66.714,0.464,33.986,1.470,1.160,0.750,1.390
2012,12,Afgooye,2302,16.974,0.468,35.142,1.700,1.210,1.180,1.580
2013,1,Afgooye,2302,0.000,0.341,38.718,1.250,0.970,0.940,1.180
2013,2,Afgooye,2302,1.239,0.259,40.942,2.070,0.680,0.940,1.720
2013,3,Afgooye,2302,30.535,0.265,42.946,2.500,0.640,1.420,2.030
2013,4,Afgooye,2302,196.953,0.430,35.171,1.960,1.270,1.520,1.780
2013,5,Afgooye,2302,34.391,0.514,31.229,0.990,1.450,1.480,1.110
2013,6,Afgooye,2302,0.448,0.415,29.666,0.870,1.560,1.510,1.040
2013,7,Afgooye,2302,0.940,0.339,33.761,0.830,1.010,0.800,0.870
2013,8,Afgooye,2302,17.914,0.290,34.625,0.830,0.700,0.730,0.800
2013,9,Afgooye,2302,11.508,0.246,39.495,1.250,0.720,0.730,1.120
2013,10,Afgooye,2302,120.848,0.291,40.446,1.090,0.630,0.670,0.970
2013,11,Afgooye,2302,76.391,0.440,33.696,1.310,0.840,1.180,1.190
2013,12,Afgooye,2302,0.026,0.425,36.962,1.040,0.580,0.610,0.920
2014,1,Afgooye,2302,0.000,0.309,39.833,0.930,0.640,0.660,0.860
2014,2,Afgooye,2302,4.935,0.251,41.563,1.910,0.620,1.270,1.580
2014,3,Afgooye,2302,2.665,0.234,41.796,1.510,0.600,0.940,1.280
2014,4,Afgooye,2302,63.022,0.248,41.733,0.470,0.650,0.650,0.520
2014,5,Afgooye,2302,53.787,0.302,36.847,0.450,0.600,0.580,0.490
2014,6,Afgooye,2302,18.509,0.309,33.363,0.480,0.630,0.560,0.520
2014,7,Afgooye,2302,67.687,0.268,32.504,1.330,0.610,0.580,1.150
2014,8,Afgooye,2302,67.687,0.247,35.635,1.620,0.600,0.530,1.360
2014,9,Afgooye,2302,8.909,0.217,39.257,1.540,0.610,0.520,1.310
2014,10,Afgooye,2302,43.183,0.234,42.695,1.300,0.560,0.510,1.120
2014,11,Afgooye,2302,68.130,0.353,35.168,0.780,1.100,0.480,0.860
2014,12,Afgooye,2302,0.000,0.385,37.169,0.820,0.970,0.520,0.860
2015,1,Afgooye,2302,0.000,0.284,39.151,0.770,0.610,0.570,0.730
2015,2,Afgooye,2302,0.000,0.209,40.990,0.550,0.600,0.550,0.560
2015,3,Afgooye,2302,2.757,0.216,44.448,0.500,0.560,0.570,0.510
2015,4,Afgooye,2302,163.109,0.273,38.620,1.470,0.920,0.590,1.340
2015,5,Afgooye,2302,28.735,0.386,35.256,0.700,0.880,0.810,0.740
2015,6,Afgooye,2302,19.848,0.358,34.007,0.710,0.660,0.590,0.700
2015,7,Afgooye,2302,0.000,0.271,33.870,0.670,0.610,0.620,0.660
2015,8,Afgooye,2302,18.791,0.254,35.006,0.690,0.600,0.570,0.670
2015,9,Afgooye,2302,3.530,0.270,38.386,0.650,0.640,0.590,0.650
2015,10,Afgooye,2302,118.283,0.309,37.642,0.780,1.040,1.030,0.850
2015,11,Afgooye,2302,73.199,0.476,34.726,1.340,1.160,1.140,1.300
2015,12,Afgooye,2302,10.065,0.521,35.013,0.720,1.220,1.270,0.850
2016,1,Afgooye,2302,0.000,0.331,39.310,0.920,1.180,1.240,0.980
2016,2,Afgooye,2302,7.552,0.228,39.160,1.340,0.970,0.690,1.250
2016,3,Afgooye,2302,1.609,0.215,43.235,1.550,1.120,0.710,1.440
2016,4,Afgooye,2302,89.687,0.215,42.633,0.580,0.670,0.680,0.600
2016,5,Afgooye,2302,52.761,0.292,35.650,0.580,0.630,0.590,0.590
2016,6,Afgooye,2302,29.987,0.369,33.653,0.860,0.650,0.560,0.810
2016,7,Afgooye,2302,0.009,0.381,31.108,0.810,1.250,1.060,0.920
2016,8,Afgooye,2302,0.000,0.365,34.527,0.520,1.050,1.200,0.650
2016,9,Afgooye,2302,0.526,0.278,37.583,0.480,1.290,0.620,0.680
2016,10,Afgooye,2302,11.160,0.223,41.137,0.280,1.050,0.610,0.470
2016,11,Afgooye,2302,36.035,0.207,39.860,0.230,0.550,0.540,0.310
2016,12,Afgooye,2302,2.257,0.316,36.485,0.180,0.570,0.540,0.270
2017,1,Afgooye,2302,0.000,0.352,39.855,0.220,0.610,1.000,0.320
2017,2,Afgooye,2302,1.104,0.234,41.097,0.430,0.580,0.740,0.470
2017,3,Afgooye,2302,0.000,0.194,43.775,0.410,0.540,0.520,0.440
2017,4,Afgooye,2302,82.622,0.221,43.678,0.390,0.570,0.530,0.440
2017,5,Afgooye,2302,47.970,0.261,36.573,0.490,0.570,0.520,0.510
2017,6,Afgooye,2302,14.657,0.349,35.169,0.490,0.590,0.550,0.520
2017,7,Afgooye,2302,0.126,0.289,33.392,0.470,0.560,0.560,0.490
2017,8,Afgooye,2302,17.757,0.246,35.042,0.490,0.560,0.510,0.510
2017,9,Afgooye,2302,0.061,0.250,39.037,0.460,0.590,0.530,0.490
2017,10,Afgooye,2302,36.679,0.234,41.170,0.350,0.560,0.530,0.400
2017,11,Afgooye,2302,90.469,0.253,39.402,0.800,0.520,0.480,0.730
2017,12,Afgooye,2302,0.000,0.381,37.497,0.670,0.540,0.500,0.640
2018,1,Afgooye,2302,0.000,0.289,38.413,0.600,0.600,0.550,0.600
2018,2,Afgooye,2302,0.000,0.222,40.651,0.580,1.010,0.530,0.690
2018,3,Afgooye,2302,11.952,0.214,41.599,0.850,1.130,0.540,0.920
2018,4,Afgooye,2302,215.866,0.220,39.108,1.990,1.290,0.540,1.810
2018,5,Afgooye,2302,161.591,0.412,32.736,2.740,1.350,1.140,2.400
2018,6,Afgooye,2302,14.743,0.530,28.760,2.300,1.510,1.280,2.100
2018,7,Afgooye,2302,17.322,0.510,31.463,1.850,1.420,1.510,1.740
2018,8,Afgooye,2302,0.035,0.325,33.109,1.240,1.410,1.430,1.280
2018,9,Afgooye,2302,0.000,0.307,40.067,1.120,1.240,1.500,1.150
2018,10,Afgooye,2302,76.730,0.272,41.389,0.780,0.640,1.070,0.750
2018,11,Afgooye,2302,58.560,0.357,37.882,0.490,0.590,0.670,0.510
2018,12,Afgooye,2302,21.448,0.418,37.010,0.800,0.570,0.660,0.740
2019,1,Afgooye,2302,0.000,0.305,40.480,0.650,0.600,0.660,0.640
2019,2,Afgooye,2302,0.000,0.232,40.806,0.710,0.570,0.610,0.670
2019,3,Afgooye,2302,35.239,0.223,42.677,1.420,0.550,0.610,1.200
2019,4,Afgooye,2302,36.809,0.243,43.455,0.840,0.590,0.610,0.780
2019,5,Afgooye,2302,116.587,0.325,35.741,1.060,0.580,0.570,0.940
2019,6,Afgooye,2302,12.626,0.395,31.138,1.160,0.900,1.170,1.100
2019,7,Afgooye,2302,35.687,0.334,32.266,1.290,0.620,0.630,1.120
2019,8,Afgooye,2302,34.239,0.254,37.611,1.610,0.590,0.580,1.350
2019,9,Afgooye,2302,2.022,0.239,37.572,0.660,0.880,0.590,0.720
2019,10,Afgooye,2302,246.574,0.298,37.125,2.570,1.240,0.590,2.240
2019,11,Afgooye,2302,192.452,0.480,35.064,2.970,1.200,1.170,2.520
2019,12,Afgooye,2302,19.113,0.520,34.171,3.360,1.230,1.280,2.830
2020,1,Afgooye,2302,0.004,0.361,36.840,2.830,1.390,1.420,2.470
2020,2,Afgooye,2302,1.800,0.253,40.508,3.510,1.420,1.390,2.990
2020,3,Afgooye,2302,71.987,0.246,41.969,4.450,0.670,0.730,3.510
2020,4,Afgooye,2302,120.735,0.273,40.607,2.530,0.710,0.730,2.080
2020,5,Afgooye,2302,85.295,0.432,35.574,2.120,0.680,0.960,1.760
2020,6,Afgooye,2302,77.743,0.352,34.547,2.350,0.680,0.920,1.930
2020,7,Afgooye,2302,182.909,0.304,34.033,3.340,0.610,0.670,2.660
2020,8,Afgooye,2302,31.474,0.508,32.310,3.340,1.070,1.190,2.770
2020,9,Afgooye,2302,1.952,0.342,37.209,2.370,1.300,1.440,2.100
2020,10,Afgooye,2302,110.665,0.268,38.637,2.810,1.220,0.710,2.410
2020,11,Afgooye,2302,118.600,0.510,31.796,2.970,1.220,1.330,2.530
2020,12,Afgooye,2302,18.791,0.620,34.797,2.950,1.300,1.530,2.540
2021,1,Afgooye,2302,1.546,0.306,37.523,2.310,1.490,1.450,2.100
2021,2,Afgooye,2302,0.735,0.236,37.457,1.940,1.480,0.740,1.830
2021,3,Afgooye,2302,1.753,0.257,41.198,1.070,1.420,1.290,1.160
2021,4,Afgooye,2302,39.241,0.264,40.428,0.570,0.770,1.300,0.620
2021,5,Afgooye,2302,66.367,0.401,38.322,0.810,0.680,1.360,0.780
2021,6,Afgooye,2302,17.833,0.376,35.425,0.610,0.670,0.630,0.630
2021,7,Afgooye,2302,28.037,0.303,30.808,0.850,1.280,0.660,0.960
2021,8,Afgooye,2302,10.490,0.291,34.642,0.490,0.860,0.610,0.580
2021,9,Afgooye,2302,9.480,0.267,36.009,0.680,0.910,0.620,0.730
2021,10,Afgooye,2302,18.940,0.290,38.330,0.630,1.210,0.620,0.770
2021,11,Afgooye,2302,9.990,0.340,39.630,0.280,0.990,0.550,0.460
2021,12,Afgooye,2302,2.330,0.350,37.580,0.270,0.600,0.560,0.350
2022,1,Afgooye,2302,0.000,0.300,40.210,0.230,0.630,0.610,0.330
2022,2,Afgooye,2302,0.000,0.190,38.960,0.200,0.890,0.560,0.370
2022,3,Afgooye,2302,1.320,0.220,42.710,0.160,0.810,0.580,0.320
2022,4,Afgooye,2302,47.710,0.220,37.890,0.210,0.910,0.560,0.380
2022,5,Afgooye,2302,46.780,0.330,34.533,0.360,1.320,0.530,0.600
2022,6,Afgooye,2302,20.557,0.344,34.094,0.400,0.690,0.550,0.470
2022,7,Afgooye,2302,26.774,0.270,27.125,0.910,0.990,0.570,0.930
2022,8,Afgooye,2302,9.748,0.000,32.090,0.800,1.390,0.460,0.940
2022,9,Afgooye,2302,5.633,0.309,38.278,0.440,1.250,0.840,0.640
2022,10,Afgooye,2302,25.534,0.309,41.974,0.400,0.640,1.010,0.460
2022,11,Afgooye,2302,43.898,0.402,36.057,0.390,0.600,0.830,0.440
2022,12,Afgooye,2302,6.802,0.417,36.556,0.390,0.630,0.520,0.450
2023,1,Afgooye,2302,2.764,0.343,38.785,0.800,0.650,0.590,0.760
2023,2,Afgooye,2302,0.822,0.271,39.511,0.400,1.080,1.150,0.570
2023,3,Afgooye,2302,5.707,0.526,40.953,0.380,1.210,1.530,0.590
2023,4,Afgooye,2302,152.936,0.350,38.442,1.340,1.400,1.570,1.360
2023,5,Afgooye,2302,8.889,0.438,35.950,1.110,1.170,1.520,1.120
2023,6,Afgooye,2302,20.404,0.581,34.912,0.640,0.690,1.690,0.650
2023,7,Afgooye,2302,11.631,0.230,32.928,0.630,0.650,0.860,0.640
2023,8,Afgooye,2302,6.955,0.317,36.563,0.620,0.610,1.370,0.620
2023,9,Afgooye,2302,5.498,0.309,37.794,0.570,0.630,1.450,0.590
2023,10,Afgooye,2302,129.904,0.354,38.476,0.760,1.170,1.430,0.860
2023,11,Afgooye,2302,213.160,0.619,30.419,2.210,1.190,1.410,1.950
2023,12,Afgooye,2302,7.664,0.647,33.535,2.070,1.290,1.490,1.870
2024,1,Afgooye,2302,1.403,0.516,34.633,2.090,1.500,1.810,1.950
2024,2,Afgooye,2302,0.736,0.399,37.395,1.580,1.570,1.820,1.580
2024,3,Afgooye,2302,7.958,0.349,39.487,1.520,1.550,1.940,1.530
2024,4,Afgooye,2302,91.924,0.441,36.326,1.010,1.750,2.010,1.190
2024,5,Afgooye,2302,80.491,0.531,33.649,0.960,1.620,1.860,1.130
2024,6,Afgooye,2302,34.561,0.504,32.577,1.440,0.820,1.840,1.290
2024,7,Afgooye,2302,18.700,0.488,29.548,1.470,1.510,1.930,1.480
2024,8,Afgooye,2302,14.731,0.446,33.483,1.040,1.430,1.770,1.140
2024,9,Afgooye,2302,5.450,0.413,34.918,0.680,1.500,1.830,0.880
2024,10,Afgooye,2302,21.524,0.351,38.684,0.510,1.350,1.740,0.720
2024,11,Afgooye,2302,44.038,0.371,37.037,0.410,1.080,1.060,0.580
2024,12,Afgooye,2302,4.593,0.375,35.068,0.360,1.130,0.730,0.550
2025,1,Afgooye,2302,1.407,0.330,34.565,0.680,1.460,0.750,0.870
2025,2,Afgooye,2302,0.000,0.000,50.000,0.620,1.100,0.600,0.740
2025,3,Afgooye,2302,28.691,0.293,36.529,0.620,1.080,1.170,0.740
2025,4,Afgooye,2302,74.102,0.363,35.486,0.650,1.400,1.150,0.840
2025,5,Afgooye,2302,130.903,0.530,32.086,0.830,1.360,1.090,0.960
2025,6,Afgooye,2302,25.208,0.501,29.801,0.930,1.350,1.120,1.040
2025,7,Afgooye,2302,27.271,0.436,30.250,1.120,1.140,1.180,1.130
2025,8,Afgooye,2302,9.191,0.335,33.198,1.360,1.470,1.480,1.390
2025,9,Afgooye,2302,5.866,0.314,35.303,1.060,1.560,1.610,1.529
2025,10,Afgooye,2302,13.835,0.392,36.031,0.620,1.430,1.600,1.092
2025,11,Afgooye,2302,24.690,0.321,36.535,0.310,1.140,1.160,0.690
2025,12,Afgooye,2302,7.373,0.302,35.371,0.300,1.150,0.900,0.456
2001,1,Afmadow,2802,0.630,0.385,38.934,0.040,0.740,0.640,0.210
2001,2,Afmadow,2802,0.005,0.316,40.591,0.030,0.490,0.830,0.140
2001,3,Afmadow,2802,24.071,0.315,40.778,0.160,0.500,0.800,0.240
2001,4,Afmadow,2802,143.879,0.460,34.517,0.560,1.050,1.020,0.680
2001,5,Afmadow,2802,38.596,0.514,31.871,0.620,1.140,0.620,0.750
2001,6,Afmadow,2802,4.709,0.406,30.869,0.580,1.290,0.620,0.750
2001,7,Afmadow,2802,0.094,0.337,34.004,0.560,0.930,0.630,0.650
2001,8,Afmadow,2802,6.298,0.305,36.242,0.540,0.660,0.600,0.570
2001,9,Afmadow,2802,0.129,0.279,38.411,0.520,0.670,0.590,0.550
2001,10,Afmadow,2802,36.745,0.303,39.947,0.310,0.610,0.590,0.380
2001,11,Afmadow,2802,85.531,0.478,35.955,0.370,0.610,0.570,0.430
2001,12,Afmadow,2802,24.535,0.529,33.694,0.410,1.010,0.610,0.560
2002,1,Afmadow,2802,1.457,0.400,37.419,0.650,1.220,0.630,0.790
2002,2,Afmadow,2802,0.000,0.310,39.532,0.510,1.180,0.900,0.680
2002,3,Afmadow,2802,17.067,0.288,40.766,0.490,0.850,1.110,0.580
2002,4,Afmadow,2802,180.908,0.391,34.406,0.960,1.040,0.640,0.980
2002,5,Afmadow,2802,37.910,0.560,31.280,0.930,1.240,0.910,1.010
2002,6,Afmadow,2802,24.427,0.476,30.576,1.220,1.340,1.260,1.250
2002,7,Afmadow,2802,0.000,0.397,33.533,1.190,0.680,1.300,1.060
2002,8,Afmadow,2802,0.218,0.341,35.388,0.640,0.680,1.260,0.650
2002,9,Afmadow,2802,7.124,0.365,34.062,0.940,1.420,1.290,1.060
2002,10,Afmadow,2802,80.277,0.473,34.387,1.050,1.370,1.440,1.130
2002,11,Afmadow,2802,107.481,0.609,31.581,1.050,1.430,1.420,1.140
2002,12,Afmadow,2802,74.742,0.644,31.452,1.430,1.400,1.530,1.430
2003,1,Afmadow,2802,0.000,0.503,36.268,1.110,1.490,1.610,1.210
2003,2,Afmadow,2802,16.423,0.380,37.785,1.360,1.460,1.640,1.380
2003,3,Afmadow,2802,17.091,0.337,39.756,1.230,1.450,1.620,1.280
2003,4,Afmadow,2802,174.684,0.430,38.940,1.480,0.910,1.530,1.330
2003,5,Afmadow,2802,59.620,0.576,31.880,1.480,0.890,1.480,1.330
2003,6,Afmadow,2802,31.427,0.535,29.256,1.400,1.340,1.430,1.380
2003,7,Afmadow,2802,0.021,0.458,30.828,0.790,1.380,1.450,0.930
2003,8,Afmadow,2802,14.558,0.386,35.776,0.730,1.170,1.390,0.840
2003,9,Afmadow,2802,0.003,0.322,36.587,0.740,0.970,1.380,0.800
2003,10,Afmadow,2802,66.785,0.342,39.398,0.600,1.140,0.720,0.730
2003,11,Afmadow,2802,114.762,0.556,30.680,1.090,0.990,1.390,1.060
2003,12,Afmadow,2802,46.568,0.642,32.289,1.290,1.330,1.470,1.300
2004,1,Afmadow,2802,1.673,0.489,35.939,1.430,1.380,1.500,1.410
2004,2,Afmadow,2802,0.179,0.375,38.606,0.780,1.350,1.510,0.920
2004,3,Afmadow,2802,0.917,0.320,39.718,0.680,1.370,1.300,0.850
2004,4,Afmadow,2802,120.555,0.379,38.125,0.630,0.910,0.730,0.700
2004,5,Afmadow,2802,16.732,0.448,35.379,0.470,0.600,0.690,0.500
2004,6,Afmadow,2802,24.676,0.428,32.151,0.640,0.630,0.630,0.630
2004,7,Afmadow,2802,0.000,0.443,30.846,0.750,1.290,1.280,0.890
2004,8,Afmadow,2802,18.886,0.385,33.238,0.900,1.300,1.230,1.000
2004,9,Afmadow,2802,1.416,0.326,37.091,0.840,1.320,1.230,0.960
